Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2018,Convention and Cultural Services,Fairytale Town Fund,Labor and Supply Offset,25000,E,Other Governmental Funds,2537
2018,Convention and Cultural Services,Fairytale Town Fund,Other Services and Supplies,25000,E,Other Governmental Funds,2538
2018,Convention and Cultural Services,H Street Theater Fund,City Property,20000,E,Other Governmental Funds,2539
2018,Convention and Cultural Services,H Street Theater Fund,Other Services and Supplies,25000,E,Other Governmental Funds,2540
2018,Convention and Cultural Services,Old Sac Market,Other Services and Supplies,67000,E,Other Governmental Funds,2541
2018,Convention and Cultural Services,Old Sacto Maint Dist,Labor and Supply Offset,65443,E,Other Governmental Funds,2542
2018,Convention and Cultural Services,Winchester G & Mary Alice Felt,Other Services and Supplies,100000,E,Other Governmental Funds,2543
2018,Convention and Cultural Services,Zoo,Labor and Supply Offset,50000,E,Other Governmental Funds,2544
2018,Convention and Cultural Services,Community Center Fund,"Charges, Fees, and Services",7264800,R,Enterprise Funds,2545
2018,Convention and Cultural Services,Community Center Fund,"Fines, Forfeitures, and  Penalties",3100,R,Enterprise Funds,2546
2018,Convention and Cultural Services,Community Center Fund,"Interest, Rents, and Concessions",802300,R,Enterprise Funds,2547
2018,Convention and Cultural Services,Community Center Fund,Intergovernmental,71400,R,Enterprise Funds,2548
2018,Convention and Cultural Services,Community Center Fund,Taxes,22559900,R,Enterprise Funds,2549
2018,Convention and Cultural Services,General Fund,"Charges, Fees, and Services",255500,R,General Fund,2550
2018,Convention and Cultural Services,General Fund,"Interest, Rents, and Concessions",180000,R,General Fund,2551
2018,Convention and Cultural Services,General Fund,Intergovernmental,428650,R,General Fund,2552
2018,Convention and Cultural Services,General Fund,Licenses and Permits,5500,R,General Fund,2553
2018,Convention and Cultural Services,Crocker Master Tr-General,"Charges, Fees, and Services",0,R,Other Governmental Funds,2554
2018,Convention and Cultural Services,Fairytale Town Fund,"Charges, Fees, and Services",50000,R,Other Governmental Funds,2555
2018,Convention and Cultural Services,H Street Theater Fund,Intergovernmental,30000,R,Other Governmental Funds,2556
2018,Convention and Cultural Services,H Street Theater Fund,Miscellaneous Revenue,15000,R,Other Governmental Funds,2557
2018,Convention and Cultural Services,Old Sac Market,"Charges, Fees, and Services",73000,R,Other Governmental Funds,2558
2018,Convention and Cultural Services,Zoo,"Charges, Fees, and Services",50000,R,Other Governmental Funds,2559
2018,Debt Service,Community Center Fund,City Debt Service,8179039,E,Enterprise Funds,2560
2018,Debt Service,Parking Fund,City Debt Service,7073473,E,Enterprise Funds,2561
2018,Debt Service,Recycling and Solid Waste,City Debt Service,2299062,E,Enterprise Funds,2562
2018,Debt Service,Storm Drainage Fund,City Debt Service,3656701,E,Enterprise Funds,2563
2018,Debt Service,Wastewater Fund,City Debt Service,2880160,E,Enterprise Funds,2564
2018,Debt Service,Wastewater Revenue Bonds,City Debt Service,0,E,Enterprise Funds,2565
2018,Debt Service,Water Fund,City Debt Service,26444731,E,Enterprise Funds,2566
2018,Debt Service,Water Revenue Bonds,City Debt Service,0,E,Enterprise Funds,2567
2018,Debt Service,General Fund,City Debt Service,27705530,E,General Fund,2568
2018,Debt Service,Fleet Management Fund,City Debt Service,95071,E,Internal Service Funds,2569
2018,Debt Service,"2006 CIRBs (Refunding), Series E",City Debt Service,104466,E,Other Governmental Funds,2570
2018,Debt Service,"2006 CIRBs, Series B (CRCIP)",City Debt Service,1518853,E,Other Governmental Funds,2571
2018,Debt Service,2015 Golden 1 Center Revenue Bonds,City Debt Service,11896842,E,Other Governmental Funds,2572
2018,Citywide and Community Support,Old Sacramento PBID,Other Services and Supplies,156505,E,Other Governmental Funds,2575
2018,Citywide and Community Support,Power Inn Area Prop & Business,Other Services and Supplies,515267,E,Other Governmental Funds,2636
2018,Citywide and Community Support,Sac Tourism Marketing District,Other Services and Supplies,5586000,E,Other Governmental Funds,2640
2018,Citywide and Community Support,START Fund,Employee Services,8612,E,Other Governmental Funds,2710
2018,Citywide and Community Support,Stockton Blvd BIA,Other Services and Supplies,45869,E,Other Governmental Funds,2711
2018,Citywide and Community Support,Stockton Blvd PBID,Other Services and Supplies,330448,E,Other Governmental Funds,2712
2018,Citywide and Community Support,The River District PBID,Other Services and Supplies,494605,E,Other Governmental Funds,2713
2018,Citywide and Community Support,Risk Mgmt Fund,Employee Services,16294,E,Risk Management,2714
2018,Citywide and Community Support,Risk Mgmt Fund,Operating Transfers,0,E,Risk Management,2715
2018,Citywide and Community Support,Worker's Compensation Fund,Employee Services,25540,E,Risk Management,2716
2018,Citywide and Community Support,Community Center Fund,"Interest, Rents, and Concessions",200000,R,Enterprise Funds,2717
2018,Citywide and Community Support,Parking Fund,"Interest, Rents, and Concessions",600000,R,Enterprise Funds,2718
2018,Citywide and Community Support,Storm Drainage Fund,"Interest, Rents, and Concessions",422000,R,Enterprise Funds,2719
2018,Citywide and Community Support,Wastewater Fund,"Interest, Rents, and Concessions",392000,R,Enterprise Funds,2720
2018,Citywide and Community Support,Water Fund,"Interest, Rents, and Concessions",400000,R,Enterprise Funds,2721
2018,Citywide and Community Support,General Fund,"Charges, Fees, and Services",7312543,R,General Fund,2722
2018,Citywide and Community Support,General Fund,Contributions from Other Funds,31035400,R,General Fund,2723
2018,Citywide and Community Support,General Fund,"Interest, Rents, and Concessions",425000,R,General Fund,2724
2018,Citywide and Community Support,General Fund,Intergovernmental,2171000,R,General Fund,2725
2018,Citywide and Community Support,General Fund,Licenses and Permits,1662586,R,General Fund,2726
2018,Citywide and Community Support,General Fund,Taxes,322858188,R,General Fund,2727
2018,Citywide and Community Support,Cty/Cnty Office-Water Planning,Intergovernmental,711904,R,Other Governmental Funds,2728
2018,Citywide and Community Support,Gas Tax 2106,"Interest, Rents, and Concessions",125000,R,Other Governmental Funds,2729
2018,Citywide and Community Support,Gas Tax 2106,Intergovernmental,9500000,R,Other Governmental Funds,2730
2018,Citywide and Community Support,Habitat Management Element,Intergovernmental,425170,R,Other Governmental Funds,2731
2018,Citywide and Community Support,Library Services Parcel Tax,"Charges, Fees, and Services",7648979,R,Other Governmental Funds,2732
2018,Citywide and Community Support,Major Street Construction Fund,"Interest, Rents, and Concessions",70000,R,Other Governmental Funds,2733
2018,Citywide and Community Support,Marina Fund,"Interest, Rents, and Concessions",18000,R,Other Governmental Funds,2734
2018,Citywide and Community Support,Measure U Fund,Taxes,46542000,R,Other Governmental Funds,2735
2018,Citywide and Community Support,New Measure A Construction,"Interest, Rents, and Concessions",40000,R,Other Governmental Funds,2736
2018,Citywide and Community Support,New Measure A Construction,Taxes,2560000,R,Other Governmental Funds,2737
2018,Citywide and Community Support,New Measure A Maintenance,"Interest, Rents, and Concessions",20000,R,Other Governmental Funds,2738
2018,Citywide and Community Support,New Measure A Maintenance,Taxes,10929000,R,Other Governmental Funds,2739
2018,Citywide and Community Support,Quimby Act Fund,"Charges, Fees, and Services",100000,R,Other Governmental Funds,2740
2018,Citywide and Community Support,Sac Tourism Marketing District,"Charges, Fees, and Services",5700000,R,Other Governmental Funds,2741
2018,Citywide and Community Support,Worker's Compensation Fund,"Interest, Rents, and Concessions",500000,R,Risk Management,2742
2018,Community Development,General Fund,City Property,1088134,E,General Fund,2743
2018,Community Development,General Fund,Employee Services,26544417,E,General Fund,2744
2018,Community Development,General Fund,Labor and Supply Offset,-1959556,E,General Fund,2745
2018,Community Development,General Fund,Operating Transfers,490000,E,General Fund,2746
2018,Community Development,General Fund,Other Services and Supplies,5455365,E,General Fund,2747
2018,Community Development,General Fund,Transfers,235014,E,General Fund,2748
2018,Community Development,Citywide Low Income Housing Fund,Other Services and Supplies,300000,E,Other Governmental Funds,2749
2018,Community Development,Development Services Fund,Operating Transfers,-490000,E,Other Governmental Funds,2750
2018,Community Development,Development Services Fund,Other Services and Supplies,800000,E,Other Governmental Funds,2751
2018,Community Development,Landscaping and Lighting,Labor and Supply Offset,150000,E,Other Governmental Funds,2752
2018,Community Development,Special Program Donations Fund,Other Services and Supplies,250000,E,Other Governmental Funds,2753
2018,Community Development,General Fund,"Charges, Fees, and Services",3944112,R,General Fund,2754
2018,Community Development,General Fund,"Fines, Forfeitures, and  Penalties",2261323,R,General Fund,2755
2018,Finance,Northside Subdiv Maint Dist,"Charges, Fees, and Services",6720,R,Other Governmental Funds,2801
2018,Finance,NW Land Park CFD 2013-02,"Charges, Fees, and Services",50000,R,Other Governmental Funds,2802
2018,Finance,Oak Park PBID,"Charges, Fees, and Services",319895,R,Other Governmental Funds,2803
2018,Finance,Old Sacramento PBID,"Charges, Fees, and Services",155387,R,Other Governmental Funds,2804
2018,Finance,Old Sacto Maint Dist,"Charges, Fees, and Services",70060,R,Other Governmental Funds,2805
2018,Finance,Power Inn Area Prop & Business,"Charges, Fees, and Services",519175,R,Other Governmental Funds,2806
2018,Finance,Power Inn Rd Md 2003-01,"Charges, Fees, and Services",11634,R,Other Governmental Funds,2807
2018,Finance,Railyards Maint CFD No 2014-04,"Charges, Fees, and Services",60000,R,Other Governmental Funds,2808
2018,Finance,Neighborhood Lighting Dist,Labor and Supply Offset,15927,E,Other Governmental Funds,2809
2018,Finance,SacMaintCFD2014-04 Annex Areas,"Charges, Fees, and Services",36353,R,Other Governmental Funds,2810
2018,Finance,SacMaintCFD2014-04 Area 01,"Charges, Fees, and Services",375000,R,Other Governmental Funds,2811
2018,Finance,Stockton Blvd BIA,"Charges, Fees, and Services",45007,R,Other Governmental Funds,2812
2018,Finance,Stockton Blvd PBID,"Charges, Fees, and Services",331532,R,Other Governmental Funds,2813
2018,Finance,Subdiv Lndscpng Maint Dist,"Charges, Fees, and Services",277489,R,Other Governmental Funds,2814
2018,Finance,Sutter Business Imprvmt Area,"Charges, Fees, and Services",150000,R,Other Governmental Funds,2815
2018,Finance,The River District PBID,"Charges, Fees, and Services",496306,R,Other Governmental Funds,2816
2018,Finance,Township 9 CFD No. 2012-06,"Charges, Fees, and Services",30776,R,Other Governmental Funds,2817
2018,Finance,Transportation Development,Intergovernmental,350000,R,Other Governmental Funds,2818
2018,Finance,Village Garden N.-Mtce Dist #1,"Charges, Fees, and Services",26786,R,Other Governmental Funds,2819
2018,Finance,Willowcreek Assmnt Md,"Charges, Fees, and Services",41085,R,Other Governmental Funds,2820
2018,Finance,Willowcreek Lndscpng CFD,"Charges, Fees, and Services",80000,R,Other Governmental Funds,2821
2018,Fire,General Fund,City Property,1469113,E,General Fund,2822
2018,Fire,General Fund,Employee Services,108121478,E,General Fund,2823
2018,Fire,General Fund,Labor and Supply Offset,-14221120,E,General Fund,2824
2018,Fire,General Fund,Other Services and Supplies,12665701,E,General Fund,2825
2018,Fire,General Fund,Transfers,0,E,General Fund,2826
2018,Fire,Risk Mgmt Fund,Labor and Supply Offset,500000,E,Risk Management,2827
2018,Fire,General Fund,"Charges, Fees, and Services",19362890,R,General Fund,2828
2018,Fire,General Fund,Intergovernmental,5300000,R,General Fund,2829
2018,Fire,General Fund,Licenses and Permits,797381,R,General Fund,2830
2018,Human Resources,Recycling and Solid Waste,Labor and Supply Offset,117545,E,Enterprise Funds,2831
2018,Human Resources,Storm Drainage Fund,Labor and Supply Offset,45189,E,Enterprise Funds,2832
2018,Human Resources,Wastewater Fund,Labor and Supply Offset,18585,E,Enterprise Funds,2833
2018,Human Resources,Water Fund,Labor and Supply Offset,57700,E,Enterprise Funds,2834
2018,Human Resources,General Fund,City Property,6500,E,General Fund,2835
2018,Human Resources,General Fund,Employee Services,4788254,E,General Fund,2836
2018,Human Resources,General Fund,Labor and Supply Offset,-1617645,E,General Fund,2837
2018,Human Resources,General Fund,Other Services and Supplies,648358,E,General Fund,2838
2018,Human Resources,Fleet Management Fund,Labor and Supply Offset,59614,E,Internal Service Funds,2839
2018,Human Resources,Interdepartmental Service Fund,Labor and Supply Offset,1071544,E,Other Governmental Funds,2840
2018,Human Resources,Risk Mgmt Fund,City Property,15500,E,Risk Management,2841
2018,Human Resources,Risk Mgmt Fund,Employee Services,2605118,E,Risk Management,2842
2018,Human Resources,Risk Mgmt Fund,Labor and Supply Offset,3222578,E,Risk Management,2843
2018,Human Resources,Risk Mgmt Fund,Other Services and Supplies,14276061,E,Risk Management,2844
2018,Human Resources,Worker's Compensation Fund,City Property,17500,E,Risk Management,2845
2018,Human Resources,Worker's Compensation Fund,Employee Services,2121240,E,Risk Management,2846
2018,Human Resources,Worker's Compensation Fund,Labor and Supply Offset,456450,E,Risk Management,2847
2018,Human Resources,Worker's Compensation Fund,Other Services and Supplies,10126467,E,Risk Management,2848
2018,Human Resources,General Fund,"Charges, Fees, and Services",0,R,General Fund,2849
2018,Human Resources,Risk Mgmt Fund,"Charges, Fees, and Services",350000,R,Risk Management,2850
2018,Human Resources,Risk Mgmt Fund,Miscellaneous Revenue,16754001,R,Risk Management,2851
2018,Human Resources,Worker's Compensation Fund,Miscellaneous Revenue,12707000,R,Risk Management,2852
2018,Public Works,Fleet Management Fund,Employee Services,7104697,E,Internal Service Funds,2853
2018,Utilities,Parking Fund,Labor and Supply Offset,1359,E,Enterprise Funds,2854
2018,Public Works,Fleet Management Fund,Labor and Supply Offset,1523417,E,Internal Service Funds,2856
2018,Finance,Neighborhood Park Maint CFD,Labor and Supply Offset,24796,E,Other Governmental Funds,2857
2018,Utilities,Recycling and Solid Waste,Labor and Supply Offset,899223,E,Enterprise Funds,2858
2018,Information Technology,Community Center Fund,Labor and Supply Offset,925,E,Enterprise Funds,2859
2018,Public Works,Fleet Management Fund,Other Services and Supplies,17097850,E,Internal Service Funds,2860
2018,Finance,Neighborhood Water Quality Dist,Labor and Supply Offset,12613,E,Other Governmental Funds,2861
2018,Utilities,Recycling and Solid Waste,Other Services and Supplies,2000,E,Enterprise Funds,2862
2018,Information Technology,Parking Fund,Labor and Supply Offset,56228,E,Enterprise Funds,2864
2018,Public Works,12th Street Maint Benefit Area,Labor and Supply Offset,8669,E,Other Governmental Funds,2865
2018,Finance,NNFP Public Facilities Fee Fund,Other Services and Supplies,400000,E,Other Governmental Funds,2866
2018,Utilities,Storm Drainage Fund,City Property,453186,E,Enterprise Funds,2867
2018,Information Technology,Parking Fund,Transfers,99399,E,Enterprise Funds,2869
2018,Public Works,Citation I-5 Maintenance,Labor and Supply Offset,25000,E,Other Governmental Funds,2870
2018,Finance,Northside Subdiv Maint Dist,Labor and Supply Offset,5098,E,Other Governmental Funds,2871
2018,Utilities,Storm Drainage Fund,Employee Services,14867550,E,Enterprise Funds,2872
2018,Information Technology,Recycling and Solid Waste,Labor and Supply Offset,935812,E,Enterprise Funds,2874
2018,Public Works,Del Paso Nuevo Landscaping CFD,Labor and Supply Offset,14891,E,Other Governmental Funds,2875
2018,Finance,NW Land Park CFD 2013-02,Labor and Supply Offset,4569,E,Other Governmental Funds,2876
2018,Utilities,Storm Drainage Fund,Labor and Supply Offset,4133372,E,Enterprise Funds,2877
2018,Information Technology,Recycling and Solid Waste,Transfers,192468,E,Enterprise Funds,2879
2018,Public Works,Gas Tax 2106,Labor and Supply Offset,10745399,E,Other Governmental Funds,2880
2018,Finance,Oak Park PBID,Labor and Supply Offset,2171,E,Other Governmental Funds,2881
2018,Utilities,Storm Drainage Fund,Operating Transfers,3949200,E,Enterprise Funds,2882
2018,Information Technology,Storm Drainage Fund,Labor and Supply Offset,26403,E,Enterprise Funds,2884
2018,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,1524163,E,Other Governmental Funds,2885
2018,Finance,Old Sacto Maint Dist,Labor and Supply Offset,4617,E,Other Governmental Funds,2886
2018,Utilities,Storm Drainage Fund,Other Services and Supplies,8173551,E,Enterprise Funds,2887
2018,Information Technology,Storm Drainage Fund,Transfers,142135,E,Enterprise Funds,2889
2018,Public Works,Laguna Creek Maint Dist,Labor and Supply Offset,43200,E,Other Governmental Funds,2890
2018,Public Works,Land Park,Labor and Supply Offset,52850,E,Other Governmental Funds,2891
2018,Public Works,Landscaping and Lighting,Labor and Supply Offset,11504174,E,Other Governmental Funds,2892
2018,Public Works,Landscaping and Lighting,Operating Transfers,0,E,Other Governmental Funds,2893
2018,Public Works,Marina Fund,Employee Services,381188,E,Other Governmental Funds,2894
2018,Public Works,Marina Fund,Labor and Supply Offset,3876,E,Other Governmental Funds,2895
2018,Public Works,Marina Fund,Other Services and Supplies,351401,E,Other Governmental Funds,2896
2018,Public Works,N Nat Lndscp 99-02,Labor and Supply Offset,336263,E,Other Governmental Funds,2897
2018,Public Works,N Natomas Lands CFD 3,Labor and Supply Offset,410500,E,Other Governmental Funds,2898
2018,Public Works,Neighborhood Lighting Dist,Labor and Supply Offset,25009,E,Other Governmental Funds,2899
2018,Public Works,Neighborhood Water Quality Dist,Labor and Supply Offset,26592,E,Other Governmental Funds,2900
2018,Public Works,New Measure A Maintenance,Labor and Supply Offset,8930697,E,Other Governmental Funds,2901
2018,Public Works,Northside Subdiv Maint Dist,Labor and Supply Offset,4075,E,Other Governmental Funds,2902
2018,Public Works,Power Inn Rd Md 2003-01,Labor and Supply Offset,5725,E,Other Governmental Funds,2903
2018,Public Works,Railyards Maint CFD No 2014-04,Labor and Supply Offset,39617,E,Other Governmental Funds,2904
2018,Public Works,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,32928,E,Other Governmental Funds,2905
2018,Public Works,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,41710,E,Other Governmental Funds,2906
2018,Public Works,State Route 160,Labor and Supply Offset,0,E,Other Governmental Funds,2907
2018,Public Works,State Route 275,Labor and Supply Offset,0,E,Other Governmental Funds,2908
2018,Public Works,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,296107,E,Other Governmental Funds,2909
2018,Public Works,Traffic Safety Fund,Labor and Supply Offset,857821,E,Other Governmental Funds,2910
2018,Public Works,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,26786,E,Other Governmental Funds,2911
2018,Public Works,Willowcreek Assmnt Md,Labor and Supply Offset,11600,E,Other Governmental Funds,2912
2018,Public Works,Willowcreek Lndscpng CFD,Labor and Supply Offset,82703,E,Other Governmental Funds,2913
2018,Public Works,Parking Fund,"Charges, Fees, and Services",18544249,R,Enterprise Funds,2914
2018,Public Works,Parking Fund,"Interest, Rents, and Concessions",673962,R,Enterprise Funds,2915
2018,Public Works,Recycling and Solid Waste,"Charges, Fees, and Services",62817000,R,Enterprise Funds,2916
2018,Public Works,Recycling and Solid Waste,Intergovernmental,182500,R,Enterprise Funds,2917
2018,Public Works,General Fund,"Charges, Fees, and Services",11062464,R,General Fund,2918
2018,Public Works,General Fund,"Fines, Forfeitures, and  Penalties",10827683,R,General Fund,2919
2018,Public Works,General Fund,"Interest, Rents, and Concessions",49000,R,General Fund,2920
2018,Public Works,General Fund,Intergovernmental,198000,R,General Fund,2921
2018,Public Works,General Fund,Licenses and Permits,39000,R,General Fund,2922
2018,Public Works,Fleet Management Fund,"Charges, Fees, and Services",6278609,R,Internal Service Funds,2923
2018,Public Works,Fleet Management Fund,"Interest, Rents, and Concessions",528579,R,Internal Service Funds,2924
2018,Public Works,Fleet Management Fund,Miscellaneous Revenue,43538928,R,Internal Service Funds,2925
2018,Public Works,Cal EPA Fund,Intergovernmental,172370,R,Other Governmental Funds,2926
2018,Public Works,Marina Fund,"Charges, Fees, and Services",264000,R,Other Governmental Funds,2927
2018,Public Works,Marina Fund,Intergovernmental,25000,R,Other Governmental Funds,2928
2018,Public Works,Marina Fund,Licenses and Permits,1069575,R,Other Governmental Funds,2929
2018,Public Works,Street Cut Fund,Licenses and Permits,50000,R,Other Governmental Funds,2930
2018,Utilities,Community Center Fund,Labor and Supply Offset,4983,E,Enterprise Funds,2931
2018,Finance,Power Inn Area Prop & Business,Labor and Supply Offset,3908,E,Other Governmental Funds,2932
2018,Utilities,Storm Drainage Fund,Transfers,-675819,E,Enterprise Funds,2933
2018,Finance,Power Inn Rd Md 2003-01,Labor and Supply Offset,4446,E,Other Governmental Funds,2935
